id,text,creation_date,post_id,user_id,user_display_name,score
43574213,"@j08691 fyi, here is the jsFiddle I created [fiddle](http://jsfiddle.net/dwd4382n/1/). Like I said, it works fine so I'm not sure what's up with the code.",2014-12-19 21:49:56.363000+00:00,27570088,3757322,,0
78786671,Further this `struct time t;` is no standard C as there is **no** `time` struct but a [`tm` struct](http://en.cppreference.com/w/c/chrono/tm).,2017-08-28 07:47:16.753000+00:00,45914070,8051589,,0
47568863,"yes, the typo was there. Anyhow after the repair it did not change the behavior - the field #suggestionbox does not get the value given in php's echo",2015-04-18 12:16:25.997000+00:00,29716819,4804321,,0
14451669,Fixed missing ',2012-06-15 09:17:05.450000+00:00,11047783,311712,,0
93107860,"Server Fault is the place. You also must include things like screenshots to let others know what exactly is the error you saw (nobody else can see your screen, and remember that fact always).",2018-11-01 17:23:36.613000+00:00,53105049,11182,,0
61121217,"Ok, now it works! The graph has to be directed. Then there's no cycle in the graph and topological sort works.",2016-04-21 14:03:58.850000+00:00,36744268,5387825,,1
85234042,"Note that nowadays you should read/write files using Java **NIO**, revolving around the classes `Path`, `Paths` and `Files`. Also note that resources like `Scanner` should be managed using *try-with-resources*.",2018-03-05 16:00:28.407000+00:00,49114497,2411243,,1
4042280,this is not working in mozilla only.,2010-09-28 08:16:13.303000+00:00,3810525,254806,,0
47619605,"this is a data simple  [[""jazz"",6],[""pop"",8]]",2015-04-20 09:02:45.190000+00:00,29742658,3246263,,0
68923347,"@jwvh: There is no need balancing, see the OP: the format is fixed, `[[` + some chars other than `|`, then `|`, then some chars up to the first `]]`. If balanced brackets had been mentioned, I would have never suggested a Java regex solution *unless* the recursion depth were just 1 or 2 levels.",2016-11-28 20:56:06.977000+00:00,40851693,3832970,,0
39196820,"FYI, the main technique we use for avoiding both convoluted control flow and gotos, is a willingness to break into many little routines, and allowing those routines to contain multiple returns (because they are small enough to be easily understood, debugged, and modified). Secondary solution is use of flags to modify loop control. But I've never seen it degenerate into one of the forms you show there. And I accept that some people would prefer gotos to multiple returns, even in the simplest routines.",2014-08-07 04:48:37.773000+00:00,2809313,199364,,0
19633923,Is there anyway I can pass parameters while calling revealToggle method?,2013-01-05 08:40:22.413000+00:00,14170091,1023584,,0
22051542,Scanners throw WrongInputException.,2013-03-21 22:39:03.407000+00:00,15559498,1810525,,0
90621920,take a look at this answer: https://stackoverflow.com/questions/49356664/how-to-override-the-back-button-in-flutter,2018-08-14 05:08:37.747000+00:00,51834053,7510824,,0
22761244,"By the way, you are trying to import a `.p12` to `cacerts`. `p.12` are keystores with one private key entry. `cacerts` is a usual name for a trusted certificates store. Normally, you should not mix these two kinds of entries. To import the public key of your `p.12` entry, export it first and then import to `cacerts`. I'll add the commands to the answer.",2013-04-12 10:45:29.457000+00:00,15966388,1295402,,2
49758498,"This is the entire form `<form action=""update.php"" method=""post"" class=""newNews""><input type=""hidden"" name=""ud_id"" value=""<?=$id;?>""><label for=""title"">Title</label><input type=""text"" name=""ud_headline"" value=""<?=$headline;?>""/><br /><label for=""text"">Body</label><textarea name=""ud_body"" rows=""15"" cols=""21"" value=""""><?=$body;?></textarea><br /><p>Current Photo</p><img src=""<?=$target_dir.$image?>"" alt=''><br /><input type=""file"" name=""ud_image"" class=""newsImage"" ><br /><input type=""submit"" name=""submit"" value=""Update news item"" class='addNew' /></form>Fairly sure there's no js affecting it.",2015-06-16 01:59:49.960000+00:00,30798995,2964055,,0
20333523,"Both are interesting solutions for fixing the symptom, but I'm still wondering if anyone can identify the cause.",2013-01-28 20:57:50.040000+00:00,14569769,505841,,0
41505773,"""however the trouble I'm having is getting the mark to display by the tip"" - What does that mean?",2014-10-17 17:40:56.703000+00:00,26430308,1443478,,0
58534918,Yes that was the problem. Thanks a lot :),2016-02-15 19:01:51.663000+00:00,35416949,5931396,,0
46452969,Use a csv splitter.,2015-03-18 00:05:20.113000+00:00,29111711,2203084,,0
79174403,"Here is my entire app.js file other than my API which I removed for security.

https://plnkr.co/edit/To8T8JniKRj7Cxl3BRN9?p=info",2017-09-07 21:59:39.173000+00:00,46104392,,user7102017,0
66905941,oh poor you. -1. not from me. take my +1.,2016-10-01 13:42:20.537000+00:00,39093978,,user6820627,0
86779198,"Hey thank you so much, i have searched like anything and tried almost all. but this worked.  except it still have {:result=>""\""  this thing at the top in display",2018-04-17 15:10:31.243000+00:00,49881342,7028006,,0
2912173,"The number does drop from time to time, but increases progressively.  I used WinDbg and the objects not being released are all in System.Runtime.Remoting.  I updated the question with the additional information.  This was helpful, thanks.",2010-05-19 16:17:29.843000+00:00,2861887,76378,,0
76736992,of course you can. It will be a fix for your solution but make sure that compatibles with responsive layout of the website. :),2017-07-03 06:58:30.260000+00:00,44878715,1173209,,0
17893350,My pleasure :) If it helps you mark it correct so it helps others too.,2012-10-31 07:16:12.577000+00:00,13151820,821057,,0
93925273,@Brian Why would you want to create an extra object anyway?,2018-11-28 21:19:10.290000+00:00,53528010,7860670,,0
84397925,"nice one on `get`. Will this *always* works? Just worried about the exact environment in which it will be evaluated. Also columns names as not kept: compare `flights[, .(sum((arr_delay + dep_delay) < 0), arr_delay, dep_delay)]` with `x=""arr_delay""; y=""dep_delay""; flights[, .(sum((get(x) + get(y)) < 0), get(x), get(y))]`",2018-02-09 06:08:09.590000+00:00,48699604,482711,,0
84191911,"How did you determine that your function didn't run? I just tried your code, and the function definitely *was* executed. What *precise* method did you use to determine the fact that the function didn't run?",2018-02-03 13:06:22.960000+00:00,48597662,2988,,2
82739366,"Thanks, that is very helpful. Just one more thing; the `partial_fit` method takes at least 3 parameters, and reading the docs I am not 100% clear on what they should be. Are you able to explain?",2017-12-19 12:19:25.140000+00:00,47886589,2808373,,0
68624248,"@Craig ? This issue has nothing to due with Xamarin, this is/was a device issue....",2016-11-19 20:17:14.250000+00:00,36479936,4984832,,0
54729784,"Thanks for the response, Is there a way in which i can run a script through maven which will deploy the OSGI bundles to Apache ACE?",2015-11-02 06:51:25.200000+00:00,33430030,5497934,,0
66245394,"@Akkida_x This question seems far too broad even for a separate question, not a comment. Nevertheless, if you allocated something in a class (the best way is to [allocate everything you need in a constructor](https://en.wikipedia.org/wiki/Resource_Acquisition_Is_Initialization)), you need to write an appropriate destructor. If you allocated you object in a function, then make sure all execution paths will deallocate the objects. Also consider [smart pointers](https://en.wikipedia.org/wiki/Smart_pointer) and bind the difference between `delete` and `delete[]`.",2016-09-13 04:42:03.493000+00:00,39461863,1690777,,0
6714046,"@Jeff, NHibernate has Linq support. It works a little differently than Linq2Sql, but can be connected to nearly any relational store.",2011-05-01 00:26:21.570000+00:00,5845479,13433,,0
3980100,"@Galen, whether or not I should do it may be a subjective question. But that is not the question I asked. If I had asked that, than people could argue all day long. But I asked which way was the shortest. This has a answer that can be measured. There is no debate on whether one answer has more characters than another answer.",2010-09-21 16:32:24.053000+00:00,3761973,46011,,0
17538696,"I know that it works (and it is how I have it implemented at the moment), but I do not feel that it is a clean enough solution, since now anyone manually running a build has a parameter entry screen that they need to click through (and always accept the defaults for).",2012-10-17 17:46:48.187000+00:00,12918465,686041,,0
20580790,The error is that when scrolling the list this is disordered,2013-02-05 17:57:20.080000+00:00,14713551,2044105,,0
69257111,"Okay, thanks. Why is it not recognizing the relationship correctly?",2016-12-07 18:42:03.903000+00:00,41024857,3961428,,0
29497307,post the code of showA() function.,2013-11-07 13:01:36.290000+00:00,19836610,2035885,,0
39733919,I do have that in the top of my file... I just need to know where in the file to put your line of code. I am not currently trying any code other than yours to fix the issue.,2014-08-23 14:01:36.943000+00:00,25457103,3088956,,0
80680484,@Ben You can accept the answer if that help you,2017-10-21 18:20:04.797000+00:00,46847719,5558072,,0
69122568,added dependencies.@Veeram,2016-12-04 07:45:48.707000+00:00,40952818,4414826,,0
38528291,"I think It would be useful to print the position variable in Logcat. Put Log.e(""position"", String.valueOf(position)) in the different parts of the method (if, onclick...). To avoid many Logcat outputs you can remove some elements of the list or put a condition.",2014-07-18 06:58:39.613000+00:00,24802047,,user2528167,0
9902507,That worked...Thanks..Guess that was pretty dumb of me :p,2011-11-10 13:24:29.057000+00:00,8068669,1038078,,0
3642762,Logan; that would be an invalid use of the function. It should only be used with instances that have been allocated on the heap.,2010-08-15 15:58:30.987000+00:00,3488048,421035,,0
28123712,"I just tried downloading [the first 1 MB of stream data](http://www.uploadmb.com/dw.php?id=1380209204), and using `cv2.VideoCapture`, then `capture.read` but it returns False/None. How did you get an image out of it?",2013-09-26 15:30:02.527000+00:00,19011691,720515,,1
76231196,what is appear when you print_r($user.' '.pass); you can see the fields ?,2017-06-19 05:23:32.890000+00:00,44622590,1620427,,0
78607894,"Still working with this code - it returns folders only if they have files directory under them.  If there is a folder one more level down but no files, it returns nothing.",2017-08-22 18:44:02.277000+00:00,43142518,7775906,,0
28555110,Don't you mean it should be `9 7 5 3`?,2013-10-09 23:04:57.847000+00:00,19284230,1947222,,0
22350293,"try a modulus division, dividing by 10 ( % operator)",2013-03-31 16:34:59.463000+00:00,15731716,2053211,,1
50925725,"yes, in the same folder",2015-07-17 16:16:05.300000+00:00,31477300,5054044,,0
62630507,Okay then is there a way to fix it because I need to get the weeks between 2 dates. And I always get week 53 skipped.,2016-06-01 14:29:08.740000+00:00,37568973,683634,,0
24049167,I suspected that. Was hoping there was some hack to achieve that.,2013-05-23 05:57:13.507000+00:00,16706436,1833819,,1
63995571,"This will however add the same exact content you enter, but if it's Google AdSense then Google SHOULD show different ads throughout all 3 places. Glad to help! My first answer on SO! :D",2016-07-10 04:36:30.667000+00:00,38288337,4509931,,0
70716717,"Worked Brilliantly, thank you very much! :)",2017-01-20 11:34:14.823000+00:00,41751375,7317986,,1
36303980,"I went through many steps. I built the project, didn't help. Clean > rebuild, didn't help. Removed all references, add back in, clean > rebuild, didn't help. Verified all projects are set to x64 (as they should and were) didn't help. I am stuck.",2014-05-13 20:02:49.407000+00:00,23640342,372490,,0
53326676,it is required only when one of the fields is and the other two are required. It can be in any order. Otherwise u can hit continue.,2015-09-23 14:56:18.550000+00:00,32742869,4925190,,0
82753333,Good point. Running `read a` in a subshell will never change the value of the variable `a` in the parent shell.,2017-12-19 18:50:05.840000+00:00,47892176,14122,,0
13662614,"where you have wrote this method, and from where you are calling this?",2012-05-11 18:21:07.350000+00:00,10556265,1363921,,0
29944484,I've added your suggestion to the question. Almost fixes the issue..,2013-11-20 14:00:46.123000+00:00,20089122,1799670,,0
19269157,"First, use row-level locking and not table-level locking. Second, if you look up a website or score by a primary key this is very fast, no matter how many rows are in your table. If you look up a website by some other column, add an index to it.",2012-12-20 08:13:30.630000+00:00,13948082,182971,,0
53318065,What went wrong? Is there any build output or a screenshot of the result?,2015-09-23 11:47:17.110000+00:00,32716756,1759274,,0
28270347,"My class ""DA"" will be quite heavy later on, with N=10^6 or something like that. Won't this array solution be faster than using vector? If ""DA"" is created once I don't want to change the size of array, so I don't need vector, do I? Regarding ""RuleOf3"":  I would now need a destructor and copy constructor in order to ensure that not only the pointer to array is copied/destructed but the whole array is. If I implement this, it will be ok?",2013-10-01 14:20:04.197000+00:00,19118123,2609987,,0
29818483,"Then, I would bet that the stack has been corrupted in some way and, because of this, you can't see calling functions in the backtrace. Although `valgrind` is not very strong on stack corruptions, maybe, you can use it to get more information.",2013-11-16 21:29:03.763000+00:00,20023737,1419134,,1
9156734,"you said they have unique ids, so just store the order of ids",2011-09-26 12:24:15.853000+00:00,7554530,411954,,0
10196118,"Solved My Problem, only rename my file and refresh :) sorry, another question relate to it, how can use result to statusbar icon ? it's possible ?",2011-11-26 18:20:37.673000+00:00,8280249,438497,,0
45701947,"Thanks, that IS successfully removing the popup and black background, but the form is still submitting to submit.php. I need no redirect to occur",2015-02-24 21:04:40.010000+00:00,28705956,4594511,,0
48542802,@JayBlanchard I make it as a part of my PHP.,2015-05-13 15:39:21.640000+00:00,30219123,4891312,,0
26781652,It's probably latin1.,2013-08-15 20:20:04.703000+00:00,18260859,2626157,,0
42321255,Another solution would be to model the UML association class `city 1 <- bought -> 1 traveler` and implement it as `unique index` with `city.id` and `traveler.id` as the keys. But it is **also dirty** solution as it will throw a constraint violation exception from the database layer. Something that decent application should not event attempt to do,2014-11-12 08:58:08.417000+00:00,26871865,2626313,,0
35667251,"Perhaps you are not the file owner?  If someone else created the file, then you'd need chmod xx7 temp.txt for it to work.",2014-04-25 17:17:08.793000+00:00,23282767,3010183,,0
93712505,"Hint: Use `'a'` (single quotes) to represent a `char` that's the ASCII value of ""a"". There's no need to guess. 122 is a `'z'`, so you're at the end of that range already, and 122 + 97 is way out of the range of a-z.",2018-11-21 19:22:09.110000+00:00,53419153,87189,,0
15772316,"Great answer, thanks! I checked the 'bipolar sigmoid' function, and in the paper that I have in front of me, they have implemented it as:

(( 2/ (1 + Exp(-1 * x))) - 1)  =  tanh(x/2)",2012-08-08 04:02:09.060000+00:00,11849105,465520,,0
31942069,I haven't seen anyone use document.write() since like 1998. You might want to rethink how you are doing this all.,2014-01-18 21:54:24.237000+00:00,21210362,1592648,,0
91286060,"I mean, copy the text and paste it as text in the post, don't put images of it.",2018-09-04 13:59:12.240000+00:00,52167524,5049472,,0
23622859,It is a terminal application which also has the option for a GUI,2013-05-09 15:39:45.860000+00:00,16465581,601245,,0
67122165,"Sorry for the late answer ... a lot of work ...
Thanks for your hint. It was a typing mistake and a mistake in the regexp (i forgot a ? so there aren't matches.
now it works fine :)

thanks a lot!!",2016-10-07 14:05:10.640000+00:00,39884268,6807744,,0
93208553,This doesn't work either,2018-11-05 17:08:34.773000+00:00,53158494,10608749,,0
1807370,"What the compiler will initialize it to isn't defined. In practice, it will be random garbage.",2009-12-14 21:50:55.050000+00:00,1903728,50742,,0
93203344,"That's because your `checkPassw0rd` function returns `False, resultpsswd`. Change this to only return `resultpsswd`.",2018-11-05 14:37:18.913000+00:00,53151015,2568563,,0
81927147,The instance should be updated in what way? Add a text example.,2017-11-25 12:54:43.893000+00:00,47477447,1803551,,0
69320727,Yes exactly @sameerkn,2016-12-09 09:25:26.663000+00:00,41055879,4865117,,0
25791477,"Hi Paco, thanks for pointing out those tutorials. PyGTK certaining looks interesting. Have downloaded the PDF. Looks like I'm just going to have to start reading alot of pages. Not my strong point. Also frustrating as it will put my program development on hold for possibly months, just to create a coupe of objects :-( gui development has surprised me. I though that for what I wanted to do a few lines of code would suffice, apparently not. It's more complicated than writing the program, yet has no use other than making a program pretty and more user friendly. Thanks again, Clinton.",2013-07-17 12:43:02.067000+00:00,17699063,2490853,,0
64829735,"@SlavaMurygin ok I removed the single quotes and now I have ""ADODB.Recordset error '800a0cc1' 

Item cannot be found in the collection corresponding to the requested name or ordinal. 
""",2016-08-02 17:31:59.990000+00:00,38726034,4625396,,0
79453167,"Welcome to StackOverflow. While the links you provided may be helpful, it is always better to put main points to your post directly. This way, your answer doesn't become irrelevant if a link gets broken and also is easier to use and more helpful. So I recommend to edit your answer accordingly. Best regards",2017-09-15 17:12:43.750000+00:00,46244099,3995261,,2
18960703,:D thank you very much for that :),2012-12-09 13:09:51.470000+00:00,13787526,420303,,0
67704875,"It is expected that you at least attempt to code this for yourself. Stack Overflow is not a code writing service. I would suggest that you do some [**additional research**](http://meta.stackoverflow.com/questions/261592/how-much-research-effort-is-expected-of-stack-overflow-users), either via Google or by searching SO, make an attempt and. if you still have trouble, come back with **your code** and explain what you have tried.",2016-10-24 14:19:49.880000+00:00,40220380,2802040,,0
24208804,Could you post your modified code as well? It looks like you might have missed a spot when copy-pasting `MyStruct<int>` in place of `MyStruct`.,2013-05-28 17:25:13.780000+00:00,16797890,335858,,1
16525778,"I'm not sure will have to check with db admin. I know it is an encoded pdf, wasn't under the impression the string was also encoded though.",2012-09-07 09:19:43.450000+00:00,12314878,1359584,,0
30287821,Why don't you add `&` after `done` to run the loop in background?,2013-11-30 10:02:46.413000+00:00,20296890,447503,,0
81875462,And this has **nothing** to do with Eclipse,2017-11-23 17:04:01.473000+00:00,47460416,522444,,0
28358165,"why you not try to run it and find out the results, I am interested to know the results too",2013-10-03 20:48:50.863000+00:00,19168953,1443223,,1
83656010,try changing your database version,2018-01-19 06:44:38.147000+00:00,48335497,5400914,,0
33532646,"And if you want to get fancy, you can use animations in combination with 'ng-show'. See http://docs.angularjs.org/api/ng/directive/ngShow.",2014-02-28 20:53:27.090000+00:00,22105462,665825,,0
22242895,"@p.s.w.g: You mentioned WCF services. In that instance, it would be perfectly acceptable to throw an Exception, wrap it up in a FaultContract and force the consumer to deal with a runtime exception. But what if the OP's API communicates only with JSON and the consumer is just a JavaScript AJAX request or a language I just made up that doesn't know how to handle exceptions? I think the appropriate thing to do would be to provide the consumer with a message containing the error without actually throwing an exception. The technologies will greatly influence a ""correct"" answer.",2013-03-27 21:48:09.617000+00:00,15669865,74757,,0
53799847,can you show some code what you trying?,2015-10-07 08:40:06.410000+00:00,32987463,1654683,,0
38999967,@ChrisT I forked a mean.js version on github with my additions here's the [link](https://github.com/smartcris/meantabs),2014-07-31 20:45:42.863000+00:00,25017382,992256,,0
15872410,Is it possible to show the focus ring on NSPopupButton without changing preferences?,2012-08-12 05:55:33.930000+00:00,11919005,145261,,1
92365190,"@NicolBolas • Class `final` is something that should be omitted _thoughtfully_.  It should be omitted for mixins which have no data members, which are designed to be used polymorphically.  It should be omitted for classes designed to be a polymorphic base class.  It should be removed if a class needs to be made into a polymorphic base, and at that time the class is reworked to be suitable as a polymorphic base class.  Although too late, C++ should have had `final` be the default and opt-in to dynamic polymorphism.",2018-10-09 11:32:20.907000+00:00,52710316,4641116,,0
38839686,Have you tested your program [before bundling it up into an EXE](http://www.py2exe.org/index.cgi/Tutorial#Step1)? Do you know [how py2exe works](http://www.py2exe.org/index.cgi/FAQ)?,2014-07-27 17:46:29.303000+00:00,24983538,282912,,0
17219478,I clarified that it was the end that might not be filled. Not random places in the array. Sorry about the ambiguity :),2012-10-05 12:42:43.257000+00:00,12746191,39321,,0
83153099,when the player tries to jump to the bottom of the platform is goes through it i dont want that to happen. if the player hits the bottom of the platform i want it to go back down.,2018-01-04 05:42:48.373000+00:00,48069743,9027006,,0
39539805,You do not show the controller methods that you are actually using. Best you show the `index` and `create` methods too. Use a tool like Fiddler2 (http://www.telerik.com/fiddler) to check what is being sent and received to/from your server. You can also simple try the URLs in the browser to see if they contain server errors.,2014-08-18 08:32:11.160000+00:00,25358877,201078,,0
48726648,"thank for the advise, i got the idea for my problem. I will re-write the code and try and see the result. Thank all.",2015-05-19 02:17:17.823000+00:00,30299365,4906545,,0
47024656,"It must be pointed out that one can apply wheel factorization to the Sieve of Atkin just as it's built in to the Sieve of Atkin, and in fact for the SoE can use higher levels of wheel factorazation whereas the SoA algorithm has the 2/3/5 wheel baked in.  A SoE program with maximum wheel factoization written to the same level of complexity as a basic SoA will run faster than the SoA up to a range of something well over a billion, then will gradually get slower for the ""one huge memory array"" type of implementation, but this is for huge memory array sizes that may not be practical.",2015-04-03 06:03:40.897000+00:00,19608755,549617,,0
71188655,Good point @Eugene - I've amended the code to put it back immediately after now.,2017-02-02 15:40:28.263000+00:00,42005012,7446760,,0
58437628,"okay documentation of startUsingNetworkFeature says: In M, and above, this method is unsupported and will throw UnsupportedOperationException if called.",2016-02-12 15:09:43.387000+00:00,35363669,421901,,0
62364371,How to check the type of `T`. Still use `T instanceof String`?,2016-05-25 07:12:22.860000+00:00,37430136,4383152,,0
19897000,"@SrdjanPejic I agree that you shouldn't test private methods NORMALLY, but you shouldn't expose anything but actions on a rails controller, and sometimes a private method is called on a before_filter or something like that.  IMHO if it's not a simple case, it should be tested.",2013-01-14 14:02:57.043000+00:00,4271838,387008,,2
80189523,@RejoylinLokeshwaran To start the service again after the user close the app,2017-10-07 10:34:26.533000+00:00,46619195,8736547,,0
70455691,"@topgun741 you are welcome ,,missed that upvote since you have 13 points sigh ;)",2017-01-13 04:48:39.020000+00:00,41625969,5188159,,0
41571346,"@user3712713 I'm not sure how this hasn't answered your question? Not every CSS declaration has a `none` value, but almost all of them can be *reset* with either `initial`, `unset` or `none`.",2014-10-20 13:27:09.877000+00:00,26466313,1317805,,0
68661966,Console is clear. Not show errors,2016-11-21 10:07:20.833000+00:00,40716880,5620472,,0
83866747,Why not `awk` replace `cat|grep` here? That would be more efficient imho.,2018-01-25 07:43:26.757000+00:00,48437837,1620779,,0
5979586,"I would love to get more info about what you mean when you say 'using a  database'. I'd be happy to set up our new site in a more 'Drupal-compliant' manner, so to speak. Right now, our site is just a basic PHP site, which is why I make use of PHP include files to store variables that need to be used globally throughout any site page. If there is a way to save this in a DB and that's the Drupal way to do it, can you provide a link or more info for me?",2011-03-14 18:09:11.613000+00:00,5300176,658969,,0
14689864,"Well it depends on your definition of ""perfect"". Keep in mind that caf is a container format, so no library is guaranteed to be able to read all caf files. Moreover, you simply can't expect any library, especially a free one, to support exporting to ""any other format"". So you'll have to read the docs and decide for yourself which is *best* for your application. There is no perfect, sorry.",2012-06-25 15:46:03.903000+00:00,11137520,547291,,0
36160911,Where i need to look ? (i am new developer...),2014-05-09 13:10:37.813000+00:00,23565358,3599192,,0
17703355,eric: yes it does.,2012-10-23 21:09:57.197000+00:00,13039157,1412808,,0
44778151,"This solved my issue. Definitely thanks. I'm essentially trying to read a file written with a C program, in Python, with no knowledge of C. So the help is definitely appreciated. Is there a way to mark this question as answered without actual answers?",2015-01-29 03:06:32.500000+00:00,28206207,2687717,,0
93922684,"@TGray  I am hoping sla_seth will post his observations on how much the suggestions have helped.  He has not been back here since Nov 18, 18.  Hoping he returns and shares net result so we know how he is doing at this time.",2018-11-28 19:42:28.080000+00:00,53305622,4420649,,0
39508677,"In my python version my print needs brackets to work. Like this: `print(""Your text"")`.",2014-08-16 14:40:26.950000+00:00,25341105,2853950,,0
61251145,If you want two different httpSecurity elements as a solution... That would work perfectly for you... I could refer you to some solutions for that,2016-04-25 12:35:36.067000+00:00,36838381,2646943,,0
6414782,"You can't do it in general if you have the full relative-3D values?  I realize you can't do it in general with 2D values, but doesn't this change when you know relative depth?",2011-04-11 23:54:40.157000+00:00,5621309,696977,,0
55197776,After i added addBooks() to the interface it is working but everytime when i refresh the page it automatically add the same two entries to the list. I suppose that this is not the right place for calling this method.,2015-11-14 21:08:19.973000+00:00,33711756,5139893,,0
14277108,"Unfortunately, the parser throws the error when loading the Signature tag into memory.  I think I may try to use a RE to delete the Signature line and then load everything into memory.",2012-06-07 23:32:56.657000+00:00,10941111,1311643,,0
74984958,"`\1` is a back-reference; it'll match whatever group 1 matched. There is only **one group** in your pattern, so `\2` can't reference anything.",2017-05-15 11:07:40.210000+00:00,43977843,100297,,0
14544826,@AnthonyPegram that will be my last resort option - i don't like to change the basic DomainService CRUD methods as I constantly update the database structure which means the DomainService needs to be reloaded. I generally forget to copy the code. :/,2012-06-19 16:03:44.130000+00:00,11104523,1372191,,0
90976488,DAG_hypro<...> doesn't have a constructor taking `int`? This is literally what your error message says (once you clear it up a bit :)),2018-08-24 23:31:02.693000+00:00,52011070,6427477,,0
18103313,"http://stackoverflow.com/questions/11533507/custom-uiactionsheet-for-ios

and

http://stackoverflow.com/questions/6130475/adding-images-to-uiactionsheet-buttons-as-in-uidocumentinteractioncontroller",2012-11-07 22:36:23.603000+00:00,13279371,1777623,,0
41051391,"Anyway, the project compile correctly, so there's no error in the code.",2014-10-03 15:24:59.220000+00:00,26181917,1873501,,0
64349639,"No sorry thats not it, I've checked the url and its good. InfoCenter.userId isn't optional",2016-07-20 06:00:20.147000+00:00,38473251,4340075,,0
61547928,I'm appreciate your solution but I was found the other solution. Thanks again,2016-05-03 06:36:59.680000+00:00,36978144,4088845,,0
71395269,Also solved my problem by changing 350x200 to 300x250.,2017-02-08 12:37:41.823000+00:00,38116679,6181476,,0
72681093,"Yes I have tried but No Luck :(. The error message says CertificateNotFound and its looking into the directory ""LocalMachine\My"" which effectively maps to ""LocalMachine\Personal""",2017-03-14 10:31:39.303000+00:00,42763068,2104385,,0
15860700,"Yes! use *%option prefix=“zz”* will replace the default functions with *zz*-prefixed macros. Also ylwrap in autotools seems only handle scanner c file named *lex.yy.c*, so *%option outfile=“lex.yy.c”* is needed too",2012-08-11 06:43:58.600000+00:00,11912256,1434429,,1
11948070,I'm not sure that they are.  This wiki article says they aren't http://en.wikipedia.org/wiki/Identity_column.  I might be wrong though.,2012-02-25 18:18:34.240000+00:00,9446580,1232453,,0
86929487,Charts are available in 2.2 but with an older much more limited API.,2018-04-21 14:16:30.017000+00:00,49941551,2385133,,0
70164728,Thank you for your answer. There are really good examples in that directory. Sadly i can't upvote your answer because i don't have enough reputation :),2017-01-05 07:49:21.893000+00:00,41463854,6868669,,0
76840357,"@vibetribe93 Depends on your application type. But in most situation, GridLayout will fit your requirement. You should concern about performance only when you have enough data to verify your viewpoint.",2017-07-05 17:12:28.953000+00:00,44892062,1192728,,0
90377185,"please post a sample of the `dict`, i.e. the json response",2018-08-06 12:54:40.093000+00:00,51708006,4098013,,1
61670563,"Set a breakpoint on the BinaryFormatter code.  When it hits use Debug > Windows > Registers.  Right-click the window and tick ""Floating point"", you should see `CTRL = 027F`.  Right-click again and tick ""SSE"", you should see `MXCSR = 00001FA0`.  If the values don't match then the ""third-party objects"" library is screwing with the processor initialization.and anything can happen.  Throwing an exception and catching it again is a trivial way to reset these registers.",2016-05-05 23:21:47.543000+00:00,37059947,17034,,0
71497003,Possible duplicate of [(unicode error) 'unicodeescape' codec can't decode bytes in position 2-3: truncated \UXXXXXXXX escape](http://stackoverflow.com/questions/37400974/unicode-error-unicodeescape-codec-cant-decode-bytes-in-position-2-3-trunca),2017-02-10 18:14:42.180000+00:00,42161982,19750,,0
12584660,Not as they are designed. `RadioGroup` is a `ViewGroup` and so it is `TableRow` and you can't have a View with two parents (by design).,2012-03-26 09:16:55.220000+00:00,9848576,458365,,0
30698559,"@darkey - I think I might be hampered by not being able to see the images (firewall here), I'll look at them when I get home, maybe I'll understand then.",2013-12-11 22:18:58.903000+00:00,20530920,215752,,0
80677519,"I updated my solution, tell me if it solves your issue",2017-10-21 15:47:23.467000+00:00,46849329,2270475,,0
39033204,fyi client ids are public so no need to remove it.,2014-08-01 18:22:01.613000+00:00,25084923,26406,,0
80441745,Can you ask that as a new question and link it in the comments? That's a different question/solution than this one... I'll work up sample code for what you're asking in the meantime.,2017-10-14 18:18:30.977000+00:00,41388268,966247,,0
25769763,"var_dumping the whole object before calling the method gives me `object(Categorie)#3 (1) { [""sth_getSingle"":""Categorie"":private]=> NULL } `  So something's going wrong when i call PDO->prepare from within the subclass.",2013-07-16 21:31:36.263000+00:00,17686246,2564278,,0
11265110,"Again, `dict` is an **object** not an array. Objects don't have an `indexOf` method. It would not make sense, has properties have no order. The whole purpose of using an object here is to have a fast lookup of words. Of course you should never use string indexes with an array, but that is not the case here.",2012-01-24 15:52:15.807000+00:00,8987224,218196,,0
84528872,"Thank you for answering Tom, but I'm afraid that I should have two TextViews for a reason :)",2018-02-13 10:10:59.043000+00:00,48764062,9354128,,0
34679807,"It's not permitted in ""strict"" mode.",2014-03-30 23:18:54.863000+00:00,22751151,182668,,0
29858835,@AJ there is no method available name setEnabled for the selectedTextField!,2013-11-18 12:52:03.020000+00:00,20048003,3001566,,0
24552755,"@JohnSmith: I suppose you start a new question with a description, what you tried and how it failed. Refer to this one for context. `min(billed)` should work. Not sure, why it fails.",2013-06-07 22:57:35.957000+00:00,16974128,939860,,0
1900731,+1 i am using google analytics...really easy to use and all information you really want.,2009-12-31 09:06:55.080000+00:00,1984516,94379,,0
23144027,@Gufaa am not understand what are you saying,2013-04-24 10:00:09.607000+00:00,16186930,1853229,,0
